Référence fournisseur;Titre;Nom société;N° bordereau;Nom demandeur;Date bordereau;Refus?;Commentaire demande;N° marché;Site;Sous-système;Référence fiche;;;
BU99BUE153049M750CKCGP061530;COMMUNS TRAMWAY LEA - PLANCHE 1530 ( IB 27 ) RESEAUX SECS ET IMPLANTATION DES EQUIPEMENTS IB;CEGELEC MOBILITY;C.DOC/JG/20/57;DE SEGUIN;20/02/2020;;DESSERTE QUOTITIENNE DU  GRAND STADE;19S0240;COMMUNS TRAMWAY T3;SIG. TRAMWAY;153382;153382;;
BU99BUE154049M750CKCGP061540;COMMUNS TRAMWAY LEA - PLANCHE 1540 RESEAUX SECS ET IMPLANTATION DES EQUIPEMENTS IB;CEGELEC MOBILITY;C.DOC/JG/20/57;DE SEGUIN;20/02/2020;;DESSERTE QUOTITIENNE DU  GRAND STADE;19S0240;COMMUNS TRAMWAY T3;SIG. TRAMWAY;153383;153383;;
BU99BUE159009M710RFACP050291;GARE DE MEYZIEU - MDS GMEY 3309 - ARMOIRE TAV;SERFIM TIC;C.DOC/JG/20/216;BRETAUDEAU;15/10/2020;;;FT 846;GARE DE MEYZIEU;TAV;145319;145319;;
BU99BUE169009M710RFACP050351;MEYZIEU CDM  - LTS DEPO 3000 - ARMOIRE TAV;ROIRET;C.DOC/JG/18/11;LACONDEMINE;10/01/2018;;MODIFICATION DANS LE CADRE DU  MARCHE CFA CENTRE DE MAINTENANCE MEYZIEU;M17 0099;MEYZIEU CDM;TAV;145340;145340;;
BU99BUE169009M710RFACP050351;MEYZIEU CDM  - LTS DEPO 3000 - ARMOIRE TAV;SERFIM TIC;C.DOC/JG/20/216;BRETAUDEAU;15/10/2020;O;;FT 846;MEYZIEU CDM;TAV;145340;145340;;
BU99BUE169009M710RFACP050351;MEYZIEU CDM  - LTS DEPO 3000 - ARMOIRE TAV;SPIE;C.DOC/JG/19/240;PLANCHE;11/12/2019;O;TRAMWAY T6;M17 0088;MEYZIEU CDM;TAV;145340;145340;;
BU99BUE169039M710EFRES060522;MEYZIEU CDM - LISTE DE TERMES GTC API TAV;SERFIM TIC;C.DOC/JG/21/97;BRETAUDEAU;26/04/2021;;;ft 846;MEYZIEU CDM;GTC;145567;145567;;
BU99BUE169079M610CKCCP050106;MEYZIEU CDM - SOUS STATION - CANECO - NOTE DE CALCUL BT;KEOLIS;C.DOC/JG/20/74;GOUBIER;03/03/2020;;RACCORDEMENT ARMOIRE VENTIL SUR JDB 5 ONDULEIR CDM;;MEYZIEU CDM;BASSE TENSION;150777;#N/A;;
BU99BUE1690A9M810CKLYHT05AICA01;MEYZIEU CDM - ATELIER DEPOT - INTRUSION - CONTROLE D'ACCES - ATELIER;ROIRET;C.DOC/JG/16/134;COGNARD;26/10/2016;;detection d'intrusion pour les sites de surfaces;16-058;MEYZIEU CDM;BATIMENT;131649;131649;;
BU99BUE1690A9M810CKLYHT05AICA03;MEYZIEU CDM - ATELIER DEPOT - INTRUSION - CONTROLE D'ACCES - STATION SERVICE;ROIRET;C.DOC/JG/16/134;COGNARD;26/10/2016;;detection d'intrusion pour les sites de surfaces;16-058;MEYZIEU CDM;BATIMENT;131651;131651;;
BU99BUE1690A9M810CKLYHT05AICA04;MEYZIEU CDM - ATELIER DEPOT - INTRUSION - CONTROLE D'ACCES - BUREAUX RDC;ROIRET;C.DOC/JG/16/134;COGNARD;26/10/2016;;detection d'intrusion pour les sites de surfaces;16-058;MEYZIEU CDM;BATIMENT;131652;131652;;
BU99BUE1690A9M810CKLYHT05INC00;MEYZIEU CDM - ATELIER DEPOT - ARCHITECTURE INCENDIE;ROIRET;C.DOC/JG/19/86;COZZI;17/04/2019;;MODIFICATION DANS LE CADRE DE LA MAINTENANCE DI CDM  MEYZIEU (MAINTENANCE DI);;MEYZIEU CDM;BATIMENT;131656;131656;;
BU99BUE1690A9M810CKLYHT05INC03;MEYZIEU CDM - ATELIER DEPOT - COURANT FAIBLE - INCENDIE STATION SERVICE RDC;ROIRET;C.DOC/JG/19/86;COZZI;17/04/2019;;MODIFICATION DANS LE CADRE DE LA MAINTENANCE DI CDM  MEYZIEU (MAINTENANCE DI);;MEYZIEU CDM;BATIMENT;131659;131659;;
BU99BUE1690A9M810CKLYHT05INC09;MEYZIEU CDM - ATELIER DEPOT - COURANT FAIBLE - CARNET PARAMETRES DETECTION INCENDIE;ROIRET;C.DOC/JG/19/86;COZZI;17/04/2019;;MODIFICATION DANS LE CADRE DE LA MAINTENANCE DI CDM  MEYZIEU (MAINTENANCE DI);;MEYZIEU CDM;BATIMENT;131663;131663;;
BU99BUE1690A9M810CKLYHT05INC10;MEYZIEU CDM - ATELIER DEPOT - PRINCIPE DETECTION INCENDIE - RACCORDEMENT SDI / CMS SIEMENS;ROIRET;C.DOC/JG/19/86;COZZI;17/04/2019;;MODIFICATION DANS LE CADRE DE LA MAINTENANCE DI CDM  MEYZIEU (MAINTENANCE DI);;MEYZIEU CDM;BATIMENT;131664;131664;;
BU99BUE1690A9M810CKLYHT05INC11;MEYZIEU CDM - ATELIER DEPOT - ZONNING DETECTION INCENDIE;ROIRET;C.DOC/JG/19/86;COZZI;17/04/2019;;MODIFICATION DANS LE CADRE DE LA MAINTENANCE DI CDM  MEYZIEU (MAINTENANCE DI);;MEYZIEU CDM;SECURITE;150420;150420;;
BU99BUE1690A9M810CKLYP05SON05;MEYZIEU CDM - ATELIER DEPOT - COURANT FAIBLE - INTRUSION - CONTROLE D'ACCES - SYNOPTIQUE;ROIRET;C.DOC/JG/18/11;LACONDEMINE;10/01/2018;;MODIFICATION DANS LE CADRE DU  MARCHE CFA CENTRE DE MAINTENANCE MEYZIEU;M17 0099;MEYZIEU CDM;BATIMENT;131655;131655;;
BU99BUE1690A9M810CKLYP05TDAM04;MEYZIEU CDM - ATELIER DEPOT - TDAM04 FORCE MOTRICE;SAMS;C.DOC/JG/21/125;ROURE;28/05/2021;;mise en place de 2 potences sur futs type triangulées CMU 250 KG equipées de palan électrique;FC 753;MEYZIEU CDM;BASSE TENSION;170769;170769;;
BU99BUE1690A9M810CKLYP05TDBM01;MEYZIEU CDM - ATELIER DEPOT - COURANT FORT - BUREAUX RDC - ARMOIRE TDBM01;ENGIE;C.DOC/JG/18/35;MOUCHET;24/01/2018;;EXTENSION DU  CDM DE MEYZIEU ( EXTENSION DU  TGBT 1 AVEC MODIFICATION DES TABLEAUX EXISTANT );M17/0140;MEYZIEU CDM;BASSE TENSION;131064;#N/A;;
BU99BUE1690A9M810CKLYP05TDBM03;MEYZIEU CDM - ATELIER DEPOT - COURANT FORT - BUREAUX R+1 - ARMOIRE TDBM03;ENGIE;C.DOC/JG/18/35;MOUCHET;24/01/2018;;EXTENSION DU  CDM DE MEYZIEU ( EXTENSION DU  TGBT 1 AVEC MODIFICATION DES TABLEAUX EXISTANT );M17/0140;MEYZIEU CDM;BASSE TENSION;131066;#N/A;;
BU99BUE1690A9M810CKLYP05TDHQ01;MEYZIEU CDM - ATELIER DEPOT - COURANT FORT - DEPART ONDULE BUREAUX RDC - ARMOIRE TDHQ01 INCORPORE DANS ARMOIRE TDBM01;ENGIE;C.DOC/JG/18/96;MOUCHET;21/03/2018;;EXTENSION DU CDM MEYZIEU;M17-0140;MEYZIEU CDM;BASSE TENSION;131067;131067;;
BU99BUE1690A9M810CKLYP05TDHQ02;MEYZIEU CDM - ATELIER DEPOT - COURANT FORT - DEPART ONDULE BUREAUX R+1 - ARMOIRE TDHQ02 INCORPORE DANS ARMOIRE TDBM03;ENGIE;C.DOC/JG/18/106;BOURBONNAIS;28/03/2018;;EXTENSION DES REMISSAGES ET DE L'ATELIER DU CENTRE DE MAINTENANCE TRAMWAY DE MEYZIEU;17/140;MEYZIEU CDM;BASSE TENSION;131068;#N/A;;
BU99BUE1690A9M810CKLYP05TGBT1;MEYZIEU CDM - ATELIER DEPOT - COURANT FORT - SOUS STATION - ARMOIRE TGBT1;ENGIE;C.DOC/JG/18/35;MOUCHET;24/01/2018;;EXTENSION DU  CDM DE MEYZIEU ( EXTENSION DU  TGBT 1 AVEC MODIFICATION DES TABLEAUX EXISTANT );M17/0140;MEYZIEU CDM;BASSE TENSION;131074;#N/A;;
BU99BUE1690A9M810CKLYP060001;MEYZIEU CDM - ATELIER DEPOT - SIGNALETIQUE - PLANS DE SECURITE INCENDIE - PLAN D'INTERVENTION ET D'EVACUATION;ROIRET;C.DOC/JG/19/86;COZZI;17/04/2019;;MODIFICATION DANS LE CADRE DE LA MAINTENANCE DI CDM  MEYZIEU (MAINTENANCE DI);;MEYZIEU CDM;BATIMENT;132700;132700;;
BU99BUE1690A9M810CKLYP06NMCC;MEYZIEU CDM - ATELIER DEPOT - CARNET DE CABLE - NOMENCLATURE MATERIEL ARMOIRES ELECTRIQUES;SAMS;C.DOC/JG/21/125;ROURE;28/05/2021;;mise en place de 2 potences sur futs type triangulées CMU 250 KG equipées de palan électrique;FC 753;MEYZIEU CDM;BASSE TENSION;131697;131697;;
BU99BUE1690A9M810CKLYQ06001A;CDM MEYZIEU - MENUISERIE INTERIEURE - DESCRIPTIF - NOMENCLATURE MATERIEL - BLOCS PORTES - TRAPPE DE VISITE - FACADE DE PLACARD - RAYONS - PLINTHE - ENSEMBLES MENUISES - ORGANIGRAMME CLEFS DENY COFFRE CYLINDRES, PLAN DE COMBINAISON RADIAL VACHETTE;ROIRET;C.DOC/JG/19/86;COZZI;17/04/2019;;MODIFICATION DANS LE CADRE DE LA MAINTENANCE DI CDM  MEYZIEU (MAINTENANCE DI);;MEYZIEU CDM;BATIMENT;132727;#N/A;;
BU99BUE1690A9M810I10TU001688;MEYZIEU CDM - CANECO - NOTE DE CALCUL FORCE MOTRICE ATELIER TDAM02;KEOLIS;C.DOC/JG/20/74;GOUBIER;03/03/2020;;RACCORDEMENT ARMOIRE VENTIL SUR JDB 5 ONDULEIR CDM;;MEYZIEU CDM;BASSE TENSION;189430;#N/A;;
BU99BUE172009M710RFACP050310;MEYZIEU ZI - LTS MEZI 3310 - ARMOIRE TAV;SERFIM TIC;C.DOC/JG/20/216;BRETAUDEAU;15/10/2020;;;FT 846;MEYZIEU Z.I.;TAV;145261;145261;;
BU99BUE172039M710EFRES050512;MEYZIEU ZI - LISTE DE TERMES GTC SIG;ROIRET;C.DOC/JG/18/1;LACONDEMINE;02/01/2018;;MODIFICATION DANS LE CADRE DU MARCHE SYSTEMES CENTRAUX GTC;M17 0093;MEYZIEU Z.I.;SIG. TRAMWAY;145666;145666;;
BU99BUT0893A9M710RFACP050361;TRAMWAY T2 - STATION ST PRIEST CDM - ARMOIRE TAV;SERFIM TIC;C.DOC/JG/20/216;BRETAUDEAU;15/10/2020;;;FT 846;ST PRIEST  C D M;TAV;145341;145341;;
BUECI1189;FMDS - CERTIFER - MR TRAMWAY LEA CITADIS 302 - PLAN D'EVALUATION ET RAPPORTS D'EVALUATION;;;;;;;;COMMUNS TRAMWAY T3;MR TRAMWAY;140180;#N/A;;
BV99BV M9231 F30000 C11 JD 000019;PART DIEU - LOCAL PCC - ARMOIRE CHAM CHAV PCC LIGNE D;ROIRET;C.DOC/JG/17/186;PETIT;06/09/2017;;TRAVAUX REAMENAGEMENT DU PCC METRO;16S0170;PART DIEU;EMV;161580;161580;;
C1TSODOEPL3PLA;LIGNES FORTES C1-C2 - LIGNE AERIENNE - PLANCHE 3 - PART DIEU;MOBILITY/TSO;C.DOC/JG/21/42;DOUHI;23/02/2021;;AMENAGEMENT TEMPORAIRES DE LA LIGNE DE TROLEYBUS CI/C2  SECTEUR PART DIEU;18S0021;LIGNES FORTES C1/C2;LIGNES AERIENNES;135326;#N/A;;
C1TSODOEPL4PLA;LIGNES FORTES C1-C2 - LIGNE AERIENNE - PLANCHE 4 - J.FERRY-BROTTEAUX-BELGES;MOBILITY/TSO;C.DOC/JG/21/42;DOUHI;23/02/2021;;AMENAGEMENT TEMPORAIRES DE LA LIGNE DE TROLEYBUS CI/C2  SECTEUR PART DIEU;18S0021;LIGNES FORTES C1/C2;LIGNES AERIENNES;135328;#N/A;;
CB99CB M0815 315050 P20 CD 000002;COMMUNS METRO - SERBER - SPECIFICATION/NOTE TECHNIQUE/DOCUMENT QUALITE - DOSSIER D'IMPLANTATION TCO PLACES ABC OULLINS;ROIRET;C.DOC/JG/18/238;COZZI;24/08/2018;;TRAVAUX DE REAMENAGEMENT DU PCC METRO;M1700-37;COMMUNS METRO;PCC;186367;#N/A;;
CC99CC M0901 730000 E20 IS 410003;BONNEVAY - ARMOIRE BT LEE;ROIRET;C.DOC/LB/22/55;COGNARD;01/03/2022;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;20-0158;BONNEVAY;BASSE TENSION;124333;124333;;
CC99CCM0901T5010INENC420003;BONNEVAY - CANECO - NOTE DE CALCUL BT LEE;ROIRET;C.DOC/LB/22/47;COGNARD;15/02/2022;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;20-0158;BONNEVAY;BASSE TENSION;124334;124334;;
CC99CCM0901T5010INENC421003;BONNEVAY - CANECO - NOTE DE CALCUL BT/ICC BT LEE;ROIRET;C.DOC/LB/22/47;COGNARD;15/02/2022;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;20-0158;BONNEVAY;BASSE TENSION;124335;124335;;
CC99CC M0902 730000 E20 IS 510013;CUSSET - ARMOIRE DISTRIBUTION BT LEE 2;ROIRET;C.DOC/LB/22/55;COGNARD;01/03/2022;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;20-0158;CUSSET;BASSE TENSION;132603;132603;;
CC99CCM0902T5010INENC520033;CUSSET - CANECO - NOTE DE CALCUL BT LEE;ROIRET;C.DOC/LB/22/47;COGNARD;15/02/2022;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;20-0158;CUSSET;BASSE TENSION;132602;132602;;
CC99CCM0902T5010INENC521033;CUSSET - CANECO - NOTE DE CALCUL ICC/BT BT LEE;ROIRET;C.DOC/LB/22/47;COGNARD;15/02/2022;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;20-0158;CUSSET;BASSE TENSION;132601;132601;;
CC99CCM0903T5010INENC520046;FLACHET - CANECO - NOTE DE CALCUL  BT LEE;ROIRET;C.DOC/LB/22/47;COGNARD;15/02/2022;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;20-0158;FLACHET;BASSE TENSION;135651;135651;;
CC99CCM0903T5010INENC521043;FLACHET - CANECO - NOTE DE CALCUL ICC/BT BT LEE;ROIRET;C.DOC/LB/22/47;COGNARD;15/02/2022;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;20-0158;FLACHET;BASSE TENSION;135652;135652;;
CC99CC M0905 730000 E20 IS 510020;REPUBLIQUE - ARMOIRE DISTRIBUTION BT LEE;ROIRET;C.DOC/JG/21/262;COGNARD;13/12/2021;O;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;20-0158;REPUBLIQUE;BASSE TENSION;140899;140899;;
CC99CC M0905 730000 E20 IS 510020;REPUBLIQUE - ARMOIRE DISTRIBUTION BT LEE;SPIE;C.DOC/JG/21/181;RUBIO;31/08/2021;;AJOUT DE DISJONCTEUR DANS LES BT LEE DES STATIONS A B C D F1 F2;18S0285 - 18S0284;REPUBLIQUE;BASSE TENSION;140899;140899;;
CC99CCM0905T5010INENC520049;REPUBLIQUE - CANECO - NOTE DE CALCUL BT LEE;ROIRET;C.DOC/JG/21/262;COGNARD;13/12/2021;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;20-0158;REPUBLIQUE;BASSE TENSION;140921;140921;;
CC99CC M0906 8I0000 E20 OS 000180;CHARPENNES - ARMOIRE ULCLP - SCHEMA ELECTRIQUE;ROIRET;C.DOC/JG/21/85;COGNARD;12/04/2021;;RENOUVELLEMENT SSI ET UAE PCC;200 158;CHARPENNES A & B;BASSE TENSION;133572;133572;;
CC99CCM0906T5010INENC520040;CHARPENNES - CANECO - NOTE DE CALCUL BT LEE;SPIE;C.DOC/JG/21/187;PLANCHE;07/09/2021;;MODIFICATION DE PLUSIEURS ACCES CAS ET DEPLACEMENT DES EQUIPEMENTS D'EXPLOITATION DE L'ACCES SNCF PART DIEU VERS LE NOUVEL ACCES;16S0186;CHARPENNES A & B;BASSE TENSION;140919;140919;;
CC99CC M0907 730000 E20 IS 410001;MASSENA - ARMOIRE BT LEE;ROIRET;C.DOC/JG/21/262;COGNARD;13/12/2021;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;20-0158;MASSENA;BASSE TENSION;124013;124013;;
CC99CCM0907T5000INENC420001;MASSENA - CANECO - NOTE DE CALCUL  BT LEE;ROIRET;C.DOC/JG/21/262;COGNARD;13/12/2021;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;20-0158;MASSENA;BASSE TENSION;179208;179208;;
CC99CC M0908 730000 E20 IS 510014;FOCH - ARMOIRE DISTRIBUTION BT LEE 2;ROIRET;C.DOC/JG/21/262;COGNARD;13/12/2021;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;20-0158;FOCH;BASSE TENSION;132581;132581;;
CC99CCM0908T5010INENC520035;FOCH - CANECO - NOTE DE CALCUL BT LEE;ROIRET;C.DOC/JG/21/262;COGNARD;13/12/2021;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;20-0158;FOCH;BASSE TENSION;132577;132577;;
CC99CC M0909 730000 E20 IS 410002;HOTEL DE VILLE A - ARMOIRE BT LEE 2;SPIE;C.DOC/JG/21/215;RUBIO;28/09/2021;;AJOUT DISJONCTEUR DANS LES BT LEE DES STATIONS A.B.C.D FI .F2;18S0285     18S0284;HOTEL DE VILLE A & C;BASSE TENSION;124354;124354;;
CC99CC M0909 8I0000 E20 OS 000010;HOTEL DE VILLE - LIGNE A - ARMOIRE ULCLP SCHEMA ELECTRIQUE;ROIRET;C.DOC/JG/21/85;COGNARD;12/04/2021;;RENOUVELLEMENT SSI ET UAE PCC;200 158;HOTEL DE VILLE A & C;BASSE TENSION;128369;128369;;
CC99CCM0909T5010INENC420002;HOTEL DE VILLE - CANECO - NOTE DE CALCUL BT LEE;SPIE;C.DOC/LB/22/49;CASTRO;17/02/2022;;PROJET VIDEO EMBARQUEE LIGNE C;M21-0114;HOTEL DE VILLE A & C;BASSE TENSION;124372;124372;;
CC99CC M0910 730000 E20 IS 510019;CORDELIERS - ARMOIRE DISTRIBUTION BT LEE;ROIRET;C.DOC/LB/22/21;COGNARD;20/01/2022;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;M20-0158;CORDELIERS;BASSE TENSION;140900;140900;;
CC99CC M0910 F10000 C20 LD 000124;CORDELIERS - DOC - SPECIFICATION DOSSIER RECETTE ULCLP PLUS ESSAIS CONSTRUCTEURS;ROIRET;C.DOC/JG/21/85;COGNARD;12/04/2021;;RENOUVELLEMENT SSI ET UAE PCC;200 158;CORDELIERS;TELETRANS;135819;135819;;
CC99CCM0910T5010INENC520048;CORDELIERS - CANECO - NOTE DE CALCUL BT LEE;ROIRET;C.DOC/LB/22/21;COGNARD;20/01/2022;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;M20-0158;CORDELIERS;BASSE TENSION;140923;140923;;
CC99CCM0910T5010INENC521045;CORDELIERS - CANECO - NOTE DE CALCUL ICC/BT BT LEE;ROIRET;C.DOC/LB/22/21;COGNARD;20/01/2022;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;M20-0158;CORDELIERS;BASSE TENSION;140924;140924;;
CC99CC M0911 730000 E20 IS 510022;BELLECOUR - LIGNE A - ARMOIRE DISTRIBUTION BT LEE;ROIRET;C.DOC/LB/22/21;COGNARD;20/01/2022;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;M20-0158;BELLECOUR A & D;BASSE TENSION;135665;135665;;
CC99CC M0911 8I0000 E20 OS 000410;BELLECOUR - ARMOIRE ULCLP SCHEMA ELECTRIQUE;ROIRET;C.DOC/JG/21/85;COGNARD;12/04/2021;;RENOUVELLEMENT SSI ET UAE PCC;200 158;BELLECOUR A & D;BASSE TENSION;133559;133559;;
CC99CCM0911T5010INENC520051;BELLECOUR - LIGNE A - CANECO - NOTE DE CALCUL BT LEE;ROIRET;C.DOC/LB/22/21;COGNARD;20/01/2022;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;M20-0158;BELLECOUR A & D;BASSE TENSION;135661;135661;;
CC99CCM0911T5010INENC521048;BELLECOUR - LIGNE A - CANECO - NOTE DE CALCUL ICC/BT BT LEE;ROIRET;C.DOC/LB/22/21;COGNARD;20/01/2022;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;M20-0158;BELLECOUR A & D;BASSE TENSION;135662;135662;;
CC99CC M0912 730000 E20 IS 510015;AMPERE - ARMOIRE DISTRIBUTION BT LEE;ROIRET;C.DOC/LB/22/21;COGNARD;20/01/2022;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;M20-0158;AMPERE;BASSE TENSION;140880;140880;;
CC99CCM0912T5010INENC520039;AMPERE - CANECO - NOTE DE CALCUL  BT LEE;ROIRET;C.DOC/LB/22/21;COGNARD;20/01/2022;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;M20-0158;AMPERE;BASSE TENSION;140903;140903;;
CC99CCM0912T5010INENC521036;AMPERE - CANECO - NOTE DE CALCUL ICC/BT BT LEE;ROIRET;C.DOC/LB/22/21;COGNARD;20/01/2022;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;M20-0158;AMPERE;BASSE TENSION;140904;140904;;
CC99CC M0913 730000 E20 IS 510010;PERRACHE - ARMOIRE BT LEE;ROIRET;C.DOC/JG/18/319;COZZI;23/11/2018;;MODIFICATION ET AMENAGEMENT DES ACCES AU  METRO EN STATION PERRACHE;17508;PERRACHE;BASSE TENSION;132665;132665;;
CC99CC M0913 730000 E20 IS 510010;PERRACHE - ARMOIRE BT LEE;ROIRET;C.DOC/LB/22/21;COGNARD;20/01/2022;O;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;M20-0158;PERRACHE;BASSE TENSION;132665;132665;;
CC99CC M0913 730000 E20 IS 510010;PERRACHE - ARMOIRE BT LEE;SPIE;C.DOC/JG/19/58;RUBIO;25/03/2019;O;AJOUT DE DISJONCTEUR DANS LES BT LEE DES STATIONS A.B.C.D.F1.F2;18S0285  - 18S0284;PERRACHE;BASSE TENSION;132665;132665;;
CC99CC M0913 860000 E40 OD 000292;PERRACHE - LISTE DES ENTREES SORTIES TOR ULCLP;ROIRET;C.DOC/JG/18/319;COZZI;23/11/2018;;MODIFICATION ET AMENAGEMENT DES ACCES AU  METRO EN STATION PERRACHE;17508;PERRACHE;DIVERS;129754;#N/A;;
CC99CC M0913 8I0000 E20 OS 000290;PERRACHE - ARMOIRE ULCLP SCHEMA ELECTRIQUE;ROIRET;C.DOC/JG/18/319;COZZI;23/11/2018;;MODIFICATION ET AMENAGEMENT DES ACCES AU  METRO EN STATION PERRACHE;17508;PERRACHE;BASSE TENSION;129752;129752;;
CC99CC M0913 8I0000 E20 OS 000290;PERRACHE - ARMOIRE ULCLP SCHEMA ELECTRIQUE;ROIRET;C.DOC/JG/21/85;COGNARD;12/04/2021;O;RENOUVELLEMENT SSI ET UAE PCC;200 158;PERRACHE;BASSE TENSION;129752;129752;;
CC99CCM0913T5010INENC520030;PERRACHE - CANECO - NOTE DE CALCUL  BT LEE;ROIRET;C.DOC/LB/22/21;COGNARD;20/01/2022;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;M20-0158;PERRACHE;BASSE TENSION;132662;132662;;
CC99CCM0913T5010INENC521030;PERRACHE - CANECO - NOTE DE CALCUL ICC/BT BT LEE;ROIRET;C.DOC/LB/22/21;COGNARD;20/01/2022;;RENOUVELLEMENT SSI LIGNES ABC ET UAE PCC;M20-0158;PERRACHE;BASSE TENSION;132661;132661;;
CC99CC M0916 730000 E20 IS 410005;PART DIEU - ARMOIRE DISTRIBUTION BT COFFRET EXTENSION ARMOIRE CCE/CCT;ENGIE;C.DOC/JG/19/216;LAUGRAND;20/11/2019;;AVENIR METRO CFO;M17 0080;PART DIEU;BASSE TENSION;126133;126133;;
CC99CC M0916 730000 E20 IS 410006;PART DIEU - ARMOIRE DISTRIBUTION BT EXTENSION CHASSIS PCC LOCAL PCC QUAI 2;ROIRET;C.DOC/JG/20/3;NEMESI;03/01/2020;;D¨PLACEMENT UAE STATION PART DIEU;180047;PART DIEU;BASSE TENSION;126132;126132;;
CC99CC M0922 730000 E20 IS 510021;BROTTEAUX - ARMOIRE DISTRIBUTION BT LEE;SPIE;C.DOC/JG/21/184;CASTRO;01/09/2021;;Marché CFA - Equipements Station Avenir Métro;M17-0079;BROTTEAUX;BASSE TENSION;140901;140901;;
CC99CCM0922T5010INENC520050;BROTTEAUX - CANECO - NOTE DE CALCUL BT LEE;ROIRET;C.DOC/JG/20/132;COGNARD;26/05/2020;O;EQUIPEMENTS STATIONS OPERATION AVM;170 079;BROTTEAUX;BASSE TENSION;140926;140926;;
CC99CCM0922T5010INENC520050;BROTTEAUX - CANECO - NOTE DE CALCUL BT LEE;SPIE;C.DOC/JG/20/95;RATTON;30/03/2020;;Marché pour le renouvellement de l'interphonie ligne B - Avenir Metro;;BROTTEAUX;BASSE TENSION;140926;140926;;
CC99CCM0922T5010INENC521047;BROTTEAUX - CANECO - NOTE DE CALCUL ICC/BT BT LEE;ENGIE;C.DOC/JG/18/146;LAUGRAND;16/05/2018;;AVENIR METRO CFO;M17 0080;BROTTEAUX;BASSE TENSION;140925;#N/A;;
CC99CC M0923 8I0000 E20 OS 000040;PART DIEU - ARMOIRE ULCLP SCHEMA ELECTRIQUE;ROIRET;C.DOC/JG/21/63;COGNARD;12/03/2021;;RENOUVELLEMENT SSI LIGNES A.B.C ET UAE PCC;20/0158;PART DIEU;BASSE TENSION;128357;128357;;
CC99CC M0923 FD0000 E20 LS 000402;PART-DIEU - ARMOIRE ULECC SCHEMA ELECTRIQUE;ROIRET;C.DOC/JG/20/34;COZZI;04/02/2020;;EQUIPEMETNS STATIONS POUR AVENIR METRO;170 079;PART DIEU;TELETRANS;130077;130077;;
CC99CC M0923 FK0000 E40 LD 000403;PART-DIEU - LISTE DES TERMES TERRAIN ULECC - SPECIFICATION TECHNIQUE;ROIRET;C.DOC/JG/20/34;COZZI;04/02/2020;;EQUIPEMETNS STATIONS POUR AVENIR METRO;170 079;PART DIEU;TELETRANS;125216;125216;;
CC99CCM0923T5010INENC420006;PART DIEU - CANECO - NOTE DE CALCUL BT LEE 2;ALSTOM;C.DOC/JG/19/190;RIFFARD;14/10/2019;;AVENIR METRO AUTOMATISMES;M16-0116;PART DIEU;BASSE TENSION;126128;126128;;
CC99CCM0923T5010INENC420006;PART DIEU - CANECO - NOTE DE CALCUL BT LEE 2;ROIRET;C.DOC/JG/20/132;COGNARD;26/05/2020;O;EQUIPEMENTS STATIONS OPERATION AVM;170 079;PART DIEU;BASSE TENSION;126128;126128;;
CC99CC M0924 730000 E20 IS 410011;GUICHARD - ARMOIRE DISTRIBUTION BT LEE 2;ENGIE;C.DOC/JG/19/216;LAUGRAND;20/11/2019;;AVENIR METRO CFO;M17 0080;GUICHARD;BASSE TENSION;127158;127158;;
CC99CCM0924T5010INENC420014;GUICHARD - CANECO - NOTE DE CALCUL BT LEE;ALSTOM;C.DOC/JG/19/190;RIFFARD;14/10/2019;;AVENIR METRO AUTOMATISMES;M16-0116;GUICHARD;BASSE TENSION;127156;127156;;
CC99CCM0924T5010INENC420014;GUICHARD - CANECO - NOTE DE CALCUL BT LEE;ROIRET;C.DOC/JG/20/132;COGNARD;26/05/2020;O;EQUIPEMENTS STATIONS OPERATION AVM;170 079;GUICHARD;BASSE TENSION;127156;127156;;
