REFFIC;DEFINITIF;FICHIER;LIBFIC;DATE_ARRIVEE;LIBELLE;LIBSITE;BOITE_ARCHIVE;PAGES;LIBSSYST;ARMOIRE;TYP_DOC;SUPPORT_DOC;ETAGERE;CHEMISE;BOITE;CARTON;CLASSEUR;TIROIR;MOTS;INDICE_DERN_VERS;DATE_DERN_VERS;NUMERO_REF_FOURN;;UTILISATEUR_DIFFUSION;DATE_MAD;NDMD_MAD;SOCIETE_MAD;NOM_DMD_MAD;CONTRAT_MAD;COMMENTAIRE_MAD
16024;P;\Utmd\CDOC_Consultations\Métro B - Stations\Saxe-Gambetta\Station\ST303521.pdf;SAXE GAMBETTA - COFFRET CDV 12 GUI;26/09/2012;AA : LIGNE D;SAXE GAMBETTA  B & D;voir BE;5;SIG METRO;SERVEUR;;.TIFF;;;;;;;;L;01/02/1993;AA00AA X0000 0730 ST-303521;SEMALY;UTMD ATS;06/10/2017;C.DOC/JG/17/208;ALSTOM;RIFFARD;M16 0116;AUTOMATISME
1603;D;;CARCASSE USINEE;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;CARCASSE|USINE|TRACTION|MOTEUR;A;30/08/1986;AA00AA X0000 0672 FF-000393|TR 9683265;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
16031;P;\Utmd\CDOC_CONSULTATIONS\Métro D - Stations\Saint Jean Vieux Lyon\ST302517.pdf;SAINT JEAN-VIEUX LYON - COFFRET CDV 22 BEL;27/09/2012;AA : LIGNE D;VIEUX LYON;voir BE;5;SIG METRO;SERVEUR;;.TIFF;;;;;;;;I;01/02/1993;AA00AA X0000 0730 ST-302517;SEMALY;UTMD ATS;25/06/2019;C.DOC/JG/19/121;ALSTOM;RIFFARD;M16-0116;AVENIR METRO AUTOMATISMES
16035;P;\Utmd\CDOC_CONSULTATIONS\Métro D - Stations\Saint Jean Vieux Lyon\ST302516.pdf;SAINT JEAN-VIEUX LYON - COFFRET CDV 22.1SJ;27/09/2012;AA : LIGNE D;VIEUX LYON;voir BE;5;SIG METRO;SERVEUR;;.TIFF;;;;;;;;I;01/02/1993;AA00AA X0000 0730 ST-302516;SEMALY;UTMD ATS;25/06/2019;C.DOC/JG/19/121;ALSTOM;RIFFARD;M16-0116;AVENIR METRO AUTOMATISMES
16037;P;\Utmd\CDOC_CONSULTATIONS\Métro D - Stations\Grange Blanche\ST304422.pdf;GRANGE BLANCHE - SALLE A RELAIS CHASSIS B2;20/09/2012;AA : LIGNE D;GRANGE BLANCHE;voir BE;6;SIG METRO;SERVEUR;;.TIFF;;;;;;;;L;01/02/1993;AA00AA X0000 0730 ST-304422;SEMALY;UTMD ATS;04/02/2019;C.DOC/JG/19/14;ALSTOM;RIFFARD;M16 0116;AVENIR METRO AUTOMATISMES
1604;D;;CARCASSE SOUDURE;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;CARCASSE|MOTEUR|TRACTION|SOUDURE;A;12/06/1986;AA00AA X0000 0672 FF-000394|TR 9683266;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
16042;P;\Utmd\CDOC_CONSULTATIONS\Métro D - Stations\Grange Blanche\ST304432.pdf;GRANGE BLANCHE - SALLE A RELAIS ARMOIRE CDV C2;20/09/2012;AA : LIGNE D;GRANGE BLANCHE;voir BE;4;SIG METRO;SERVEUR;;.TIFF;;;;;;;;L;01/02/1993;AA00AA X0000 0730 ST-304432;SEMALY;UTMD ATS;04/02/2019;C.DOC/JG/19/14;ALSTOM;RIFFARD;M16 0116;AVENIR METRO AUTOMATISMES
16043;P;\Utmd\CDOC_CONSULTATIONS\Métro D - Stations\Grange Blanche\ST304516.pdf;GRANGE BLANCHE - COFFRET CDV 22GB;20/09/2012;AA : LIGNE D;GRANGE BLANCHE;voir BE;5;SIG METRO;SERVEUR;;.TIFF;;;;;;;;L;01/02/1993;AA00AA X0000 0730 ST-304516;SEMALY;UTMD ATS;04/02/2019;C.DOC/JG/19/14;ALSTOM;RIFFARD;M16 0116;AVENIR METRO AUTOMATISMES
1605;D;;CARCASSE CIRCUIT MAGNETIQUE FONDERIE EBAUCHE;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;CARCASSE|CIRCUIT|TRACTION|MOTEUR|MAGNETIQUE;C;08/01/1987;AA00AA X0000 0672 FF-000392|TR 9683267;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
16056;P;\Utmd\CDOC_CONSULTATIONS\Métro D - Stations\Mermoz Pinel\ST305632.pdf;MERMOZ PINEL - SALLE A RELAIS ARMOIRE CDV C2;18/09/2012;AA : LIGNE D;MERMOZ PINEL;voir BE;4;SIG METRO;SERVEUR;;.TIFF;;;;;;;;F;01/02/1993;AA00AA X0000 0730 ST-305632;SEMALY;UTMD ATS;04/02/2019;C.DOC/JG/19/14;ALSTOM;RIFFARD;M16 0116;AVENIR METRO AUTOMATISMES
1606;D;;PALIER COTE COLLECTEUR EQUIPE MONTAGE;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;COTE|EQUIPE|TRACTION|PALIER|MOTEUR|COLLECTEUR;A;16/09/1986;AA00AA X0000 0672 FF-000417|TR 968273;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
16067;P;\Utmd\CDOC_CONSULTATIONS\Métro D - Stations\Mermoz Pinel\ST305611.pdf;MERMOZ PINEL - SALLE A RELAIS CHASSIS A2;18/09/2012;AA : LIGNE D;MERMOZ PINEL;voir BE;7;SIG METRO;SERVEUR;;.TIFF;;;;;;;;F;01/02/1993;AA00AA X0000 0730 ST-305611;SEMALY;UTMD ATS;04/02/2019;C.DOC/JG/19/14;ALSTOM;RIFFARD;M16 0116;AVENIR METRO AUTOMATISMES
1607;D;;MANCHON D'INDUIT;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;MOTEUR|MANCHON|TRACTION|INDUIT;B;29/04/1986;AA00AA X0000 0672 FF-000369|TR 9676565;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
1608;D;;ARMATURE INDUIT;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;ARMATURE|MOTEUR|TRACTION|INDUIT;A;29/04/1986;AA00AA X0000 0672 FF-000367|TR 9676568;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
16080;D;;DEMANDE DE DEROGATION RACK SQV;08/06/1993;AA : LIGNE D;THIOLEY;;0;SQV;46;TEXTE;PAPIER;;;;;;;DEROGATION|RACK|SQV;1;02/02/1990;AA00AA X0000 531000 R25 YN 000001;TCLDOC;UTMD ATS;;;;;;
16086;D;;CAHIER DE RECETTE DU SIMULATEUR SQV;08/06/1993;AA : LIGNE D;THIOLEY;;0;SQV;46;TEXTE;PAPIER;;;;;;;CAHIER|RECETTE|SQV|SIMULATEUR;1;30/08/1990;AA00AA X0000 512000 R30 YN 000001;TCLDOC;;;;;;;
1609;D;;GARNISSAGE D'INDUIT;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;MOTEUR|INDUIT|GARNISSAGE|TRACTION;B;06/05/1986;AA00AA X0000 0672 FF-000368|TR 9676569;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
16097;D;;DEMANDES DE DEROGATION NUMEROS 21 ET 22 PERCHES INFRAROUGES;08/06/1993;AA : LIGNE D;THIOLEY;;0;SQV;46;TEXTE;PAPIER;;;;;;;DEROGATION|INFRAROUGE|PERCHE;1;03/07/1990;AA00AA X0000 551000 R25 YN 000001;TCLDOC;;;;;;;
16098;D;;DEMANDES DE DEROGATION NUMEROS 21 ET 22 PERCHES INFRAROUGE;08/06/1993;AA : LIGNE D;THIOLEY;;0;SQV;46;TEXTE;PAPIER;;;;;;;DEROGATION|PERCHE|INFRAROUGE;A;21/08/1990;AA00AA X0000 511000 R25 LN 000100;TCLDOC;;;;;;;
16099;D;;CAHIERS ET PROCES VERBAUX DE RECETTE DES MATERIELS;08/06/1993;AA : LIGNE D;THIOLEY;;0;SQV;46;TEXTE;PAPIER;;;;;;;CAHIER|MATERIEL|PROCES VERBAL|RECETTE;1;23/05/1990;AA00AA X0000 510000 R30 ML 000001;TCLDOC;;;;;;;
161;D;;MOTEUR DE TRACTION TAO 673 A1 CORPS DE VERROU;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;MOTEUR|TRACTION|VERROU;D;16/06/1986;AA00AA X0000 0621 FF-000094|TR 7021196;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
1610;D;;INDUIT GARNI;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;MOTEUR|INDUIT|TRACTION;B;05/05/1986;AA00AA X0000 0672 FF-000366|TR 9676570;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
16105;D;;PROCES VERBAL DE RECETTE DU SIMULATEUR SQV;08/06/1993;AA : LIGNE D;THIOLEY;;0;SQV;46;;PAPIER;;;;;;;SIMULATEUR|SQV|PROCES VERBAL|RECETTE;1;30/08/1990;AA00AA X0000 512000 R30 YN 000002;TCLDOC;;;;;;;
16106;D;;DEROGATION RACK SQV;08/06/1993;AA : LIGNE D;THIOLEY;;0;SQV;46;TEXTE;PAPIER;;;;;;;DEROGATION|SQV|RACK;A;19/02/1990;AA00AA X0000 531000 R25 SL 000100;TCLDOC;;;;;;;
16107;D;;DEROGATION CARTE INTERFACE RELAYAGE;08/06/1993;AA : LIGNE D;THIOLEY;;0;SQV;46;TEXTE;PAPIER;;;;;;;DEROGATION|INTERFACE|CARTE;A;19/02/1990;AA00AA X0000 534000 R25 SL 000100;TCLDOC;;;;;;;
16108;D;;DEMANDE DE DEROGATION CARTE INTERFACE RELAYAGE;08/06/1993;AA : LIGNE D;THIOLEY;;0;SQV;46;TEXTE;PAPIER;;;;;;;DEROGATION|CARTE|INTERFACE;1;02/02/1990;AA00AA X0000 534000 R25 YN 000001;TCLDOC;;;;;;;
16109;D;;DEROGATION CARTE UNITE CENTRALE;08/06/1993;AA : LIGNE D;THIOLEY;;0;SQV;46;TEXTE;PAPIER;;;;;;;CENTRALE|UNITE|CARTE|DEROGATION;A;19/02/1990;AA00AA X0000 532000 R25 SL 000101;TCLDOC;;;;;;;
1611;D;;INDUIT EQUIPE;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;EQUIPE|MOTEUR|INDUIT|TRACTION;C;17/06/1987;AA00AA X0000 0672 FF-000365|TR 9676571;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
16110;D;;DEROGATION AFFICHEUR;08/06/1993;AA : LIGNE D;THIOLEY;;0;SQV;46;TEXTE;PAPIER;;;;;;;AFFICHEUR|DEROGATION;A;19/02/1990;AA00AA X0000 537000 R25 SL 000100;TCLDOC;;;;;;;
16111;D;;DEMANDE DE DEROGATION AFFICHEUR;08/06/1993;AA : LIGNE D;THIOLEY;;0;SQV;46;TEXTE;PAPIER;;;;;;;AFFICHEUR|DEROGATION;1;02/02/1990;AA00AA X0000 537000 R25 YN 000001;TCLDOC;;;;;;;
16112;D;;DEMANDE DE DEROGATION NUMERO 20 CARTE UNITE CENTRALE;08/06/1993;AA : LIGNE D;THIOLEY;;0;SQV;46;TEXTE;PAPIER;;;;;;;CENTRALE|UNITE|CARTE|DEROGATION;1;28/02/1990;AA00AA X0000 532000 R25 YN 000003;TCLDOC;;;;;;;
1612;D;;BOBINE DE COMMUTATION;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;COMMUTATION|MOTEUR|BOBINE|TRACTION;B;16/06/1986;AA00AA X0000 0672 FF-000398|TR 9676588;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
16126;D;;DOCUMENTATION RECETTE USINE LOT MATERIELS SQV POUR MAINTENANCE EQUIPEMENT A LA VOIE;08/06/1993;AA : LIGNE D;THIOLEY;;0;SQV;46;;PAPIER;;;;;;;LOT|USINE|RECETTE|VOIE|SQV|MATERIEL|MAINTENANCE|EQUIPEMENT|DOCUMENTATION;1;01/03/1990;AA00AA X0000 540000 R30 YN 000007;TCLDOC;;;;;;;
16127;D;;DOCUMENTATION RECEPTION USINE LOT MATERIELS SQV POUR MAINTENANCE EQUIPEMENT EN LOCAL ELECTRONIQUE;08/06/1993;AA : LIGNE D;THIOLEY;;0;SQV;46;;PAPIER;;;;;;;ELECTRONIQUE|EQUIPEMENT|RECEPTION|SQV|MATERIEL|MAINTENANCE|LOCAL|USINE|DOCUMENTATION;1;01/03/1990;AA00AA X0000 530000 R30 YN 000004;TCLDOC;;;;;;;
16128;D;;PLAN QUALITE SQV;08/06/1993;AA : LIGNE D;THIOLEY;;0;SQV;46;TEXTE;PAPIER;;;;;;;PLAN|SQV|QUALITE;;;AA00AA X0000 500000 Q00 SN 000100;TCLDOC;;;;;;;
16129;D;;INDUSTRIALISATION SQV SIMULATEUR;02/06/1997;AA : LIGNE D;THIOLEY;;0;SQV;46;;PAPIER;;;;;;;SIMULATEUR|INDUSTRIALISATION|SQV;B;25/03/1997;AA00AA X0000 512000 R15 YP 000100|FP 512000 P1;TCLDOC-JAY ELECTRONIQUE;ORGANE;;;;;;
1613;D;;BOBINE DE COMPENSATION N 3;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;COMPENSATION|MOTEUR|TRACTION|BOBINE;A;24/03/1986;AA00AA X0000 0672 FF-000399|TR 9678810;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
16131;D;;INDUSTRIALISATION SQV LOGICIELS SIMULATEUR;03/06/1997;AA : LIGNE D;THIOLEY;;0;SQV;46;;PAPIER;;;;;;;SIMULATEUR|LOGICIEL|INDUSTRIALISATION;B;25/03/1997;AA00AA X0000 512100 R15 YP 000100|FP 512100 P1;TCLDOC-JAY ELECTRONIQUE;ORGANE;;;;;;
16135;D;;SQV MAINTENANCE PREVENTIVE ET SECURITAIRE;26/06/1992;AA : LIGNE D;THIOLEY;;0;SQV;46;TEXTE;PAPIER;;;;;;;;A;19/06/1990;AA00AA X0000 500000 S42 SL 000100;TCLDOC;UTMD ATS;;;;;;
1614;D;;BOBINE DE COMPENSATION N 4;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;BOBINE|TRACTION|MOTEUR;A;24/03/1986;AA00AA X0000 0672 FF-000400|TR 9678811;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
16141;D;;INDUSTRIALISATION SQV PERCHE I/R;30/05/1997;AA : LIGNE D;THIOLEY;;0;SQV;46;;PAPIER;;;;;;;INFRAROUGE|INDUSTRIALISATION|PERCHE|SQV;B;24/03/1997;AA00AA X0000 511000 R15 YP 000100|FP 511000 P1;TCLDOC-JAY ELECTRONIQUE;ORGANE;;;;;;
16142;D;;REMARQUE SUR AMDEC SQV AMDE 001 DU 27/01/90;26/06/1992;AA : LIGNE D;THIOLEY;;0;SQV;46;TEXTE;PAPIER;;;;;;;AMDE|AMDEC|SQV;;;AA00AA X0000 500000 D20 SN 000101;TCLDOC;UTMD ATS;;;;;;
1615;D;;SUPPORT D'ARTICULATION;22/07/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;4;PLAN;POLYESTER;;;;;;;f|SUPPORT;D;01/01/1950;AA00AA X0000 0645 FA-006734|TRA 0203872000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
16151;D;;SUPPORT N°3;14/11/1994;AA : LIGNE D;THIOLEY;;0;SQV;14;PLAN;CALQUE;;;;;;;SUPPORT;0;03/09/1990;DD 837877T|AA00AA X0000 550185 I10 MP 000001;MATRA TRANSPORT-TCLDOC;UTMD ATS;;;;;;
16152;D;;PROCEDURE D'EXECUTION D'ESSAIS DU DISPOSITIF SQV CAHIER DE RECEPTION DU DISPOSITIF SQV;20/01/1993;AA : LIGNE D;THIOLEY;;0;SQV;46;TEXTE;PAPIER;;;;;;;DISPOSITIF|RECEPTION|SQV|PROCEDURE|EXECUTION|ESSAI|CAHIER;2;01/01/1950;AA00AA X0000 550000 L10 MN 000001;TCLDOC;UTMD ATS;;;;;;
16153;D;;SUPPORT N.2;14/11/1994;AA : LIGNE D;THIOLEY;;0;SQV;14;PLAN;CALQUE;;;;;;;SUPPORT;A;03/09/1990;AA00AA X0000 550184 I10 MP 000001;TCLDOC;UTMD ATS;;;;;;
1616;D;;ARTICULATION CENTRALE;22/07/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;4;PLAN;POLYESTER;;;;;;;f|CENTRALE;B;01/01/1950;AA00AA X0000 0645 FA-006735|TRA 0203873000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
16160;D;;CAHIER DE RECETTE ET PROCES VERBAL DES PERCHES INFRAROUGES SQV;08/06/1993;AA : LIGNE D;THIOLEY;;0;SQV;46;TEXTE;PAPIER;;;;;;;CAHIER|INFRAROUGE|RECETTE|SQV|PROCES VERBAL|PERCHE;1;30/08/1990;AA00AA X0000 511000 R30 YN 000001|PV 511000;TCLDOC-JAY ELECTRONIQUE;ORGANE;;;;;;
161639;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\AA00AAX0000117000X90TD000004.pdf;COMMUNS D - MR - COMMANDE DEVERROUILLAGE CAPOT EXTINCTEUR MPL85;27/01/2010;AA : LIGNE D;COMMUNS  D;Voir BE;4;MR METRO;SERVEUR;;.TIFF;;;;;;;MPL85;1;22/09/2009;AA00AA X0000 117000 X90 TD 000004;TCLDOC;UTMD AT;;;;;;
16164;D;;POTEAU ENTRE VOIES REGLABLE;08/11/1993;AA : LIGNE D;THIOLEY;;0;SQV;14;;CALQUE;;;;;;;POTEAU;A;07/03/1990;AA00AA X0000 550180 I10 MP 000001|FP 821604G;TCLDOC-MATRA TRANSPORT;UTMD AT|UTMD ATS;;;;;;
1617;D;;ARTICULATION GAUCHE;22/07/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;4;PLAN;POLYESTER;;;;;;;f;B;01/01/1950;AA00AA X0000 0645 FA-006736;SEMALY;UTMD ATV;;;;;;
16173;D;;SQV - V1N ETIQUETTE REPERAGE RACK;22/06/1995;AA : LIGNE D;THIOLEY;;0;SQV;14;PLAN;CALQUE;;;;;;;ETIQUETTE|SQV|REPERAGE|RACK;A;09/02/1990;AA00AA X0000 552176 I10 MP 000001|PM 821600C F1;TCLDOC-MATRA TRANSPORT;UTMD AT|UTMD ATS;;;;;;
16174;D;;SQV - V2N ETIQUETTE REPERAGE RACK;22/06/1995;AA : LIGNE D;THIOLEY;;0;SQV;14;PLAN;CALQUE;;;;;;;ETIQUETTE|REPERAGE|RACK|SQV;A;09/02/1990;AA00AA X0000 552177 I10 MP 000001|PM 821601D F1;TCLDOC-MATRA TRANSPORT;UTMD AT|UTMD ATS;;;;;;
16179;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FP 821595W F0 P1.pdf;SQV - BAIE EMV2 MONTAGE RACKS ET BORNIERS;17/12/2012;AA : LIGNE D;THIOLEY;;0;SIG METRO;14;;CALQUE|AUTOCAD;;;;;;;;3;23/11/2012;FP 821595W|AA00AA X0000 531000 I10 MP 000001;MATRA TRANSPORT-TCLDOC;STATION|UTMD AT|UTMD ATS;;;;;;
1618;D;;POLE PRINCIPAL CALE;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;PRINCIPAL|POLE|MOTEUR|TRACTION|CALE;C;07/08/1986;AA00AA X0000 0672 FF-000429|TR 6624005;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
16189;D;;SUPPORT N.4;14/11/1994;AA : LIGNE D;THIOLEY;;0;SQV;14;PLAN;CALQUE;;;;;;;SUPPORT;0;03/09/1990;DD 837246P|AA00AA X0000 550186 I10 MP 000001;MATRA TRANSPORT-TCLDOC;UTMD ATS;;;;;;
1619;D;;ELEMENTS D'ASSEMBLAGE TAO 673 C;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;ASSEMBLE|MOTEUR|TRACTION|ELEMENT;A;04/04/1986;AA00AA X0000 0672 FF-000437|TR 6624007;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
16192;D;;SECURITE QUAI VOIE AMDE 002;26/09/1994;AA : LIGNE D;THIOLEY;;0;SQV;46;TEXTE;PAPIER;;;;;;;EFFET|MODE|INFRAROUGE|BARRIERE|DEFAILLANCE|ANALYSE;3;14/04/1994;AA00AA X0000 500000 D20 YN 000002;TCLDOC;;;;;;;
16193;D;;INDUSTRIALISATION SQV CARTE PERCHE I/R;02/06/1997;AA : LIGNE D;THIOLEY;;0;SQV;46;;PAPIER;;;;;;;CARTE|PERCHE|INFRAROUGE|INDUSTRIALISATION;B;24/03/1997;AA00AA X0000 511100 R15 YP 000100|FP 511100 P1;TCLDOC-JAY ELECTRONIQUE;ORGANE;;;;;;
162;D;;MOTEUR DE TRACTION TAO 673 A1 PORTE-BALAIS PATIN DE CONTACT GAUCHE;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;PORTE|BALAI|MOTEUR|CONTACTEUR|TRACTION;F;16/06/1986;AA00AA X0000 0621 FF-000082|TR 7021195;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
1620;D;;COLLECTEUR CONE ISOLANT ARRIERE;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;ARRIERE|CONE|COLLECTEUR|TRACTION|ISOLANT|MOTEUR;A;29/04/1986;AA00AA X0000 0672 FF-000376|TR 6624013;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
1621;D;;PROTECTION BOBINE PRINCIPALE;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;BOBINE|MOTEUR|PROTECTION|TRACTION;A;25/03/1986;AA00AA X0000 0672 FF-000426|TR 6624014;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
16219;D;;PLANS D'INSTALLATION STATION : ST-JEAN/VIEUX LYON;09/03/1994;AA : LIGNE D;THIOLEY;;0;SQV;14;;CALQUE;;;;;;;INSTALLATION|PLAN|SAINT JEAN VIEUX-LYON|STATION;C;12/01/1994;AA00AA X0000 552200 I10 MP 000001|FP 821598A P1;TCLDOC-MATRA TRANSPORT;STATION|UTMD AT;;;;;;
1622;D;;PLAQUETTE POLE DE COMMUNICATION;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;COMMUNICATION|PLAQUETTE|POLE|TRACTION|MOTEUR;B;06/03/1987;AA00AA X0000 0672 FF-000427|TR 6624022;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
16225;D;;POTEAU ENTRE VOIES;08/11/1993;AA : LIGNE D;THIOLEY;;0;SQV;14;PLAN;CALQUE;;;;;;;POTEAU;A;07/03/1990;AA00AA X0000 550178 I10 MP 000001|DD 821602E;TCLDOC-MATRA TRANSPORT;UTMD AT|UTMD ATS;;;;;;
1623;D;;RIVET POLE DE COMMUNICATION;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;COMMUNICATION|MOTEUR|TRACTION|POLE;A;30/05/1986;AA00AA X0000 0672 FF-000430|TR 6624023;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
16235;D;;SUPPORT SUR POTEAU;08/11/1993;AA : LIGNE D;THIOLEY;;0;SQV;14;PLAN;CALQUE;;;;;;;POTEAU|SUPPORT;A;07/03/1990;AA00AA X0000 550179 I10 MP 000001|DD 821603F;TCLDOC-MATRA TRANSPORT;UTMD AT|UTMD ATS;;;;;;
1624;D;;ETRIER PORTE DE VISITE;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;PORTE|VISITE|TRACTION|ETRIER|MOTEUR;A;04/06/1986;AA00AA X0000 0672 FF-000415|TR 6624024;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
1625;D;;NERVURES CARCASSE;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;NERVURE|TRACTION|MOTEUR|CARCASSE;A;04/06/1986;AA00AA X0000 0672 FF-000416|TR 6624025;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
1626;D;;ELEMENTS D'EQUIPEMENT TAO 673 C;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;EQUIPEMENT|ELEMENT|TRACTION|MOTEUR;B;01/12/1986;AA00AA X0000 0672 FF-000438|TR 6624008;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
1627;D;;ENSEMBLE TAO 673 C;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;ENSEMBLE|TRACTION|MOTEUR;A;04/04/1986;AA00AA X0000 0672 FF-000436|TR 6624009;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
1628;D;;CYLINDRE ISOLANT COLLECTEUR;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;COLLECTEUR|MOTEUR|TRACTION|ISOLANT;A;29/04/1986;AA00AA X0000 0672 FF-000381|TR 6624012;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
1629;D;;COMMANDE ASSERVISSEMENT COAS-50022;30/06/1992;AA : LIGNE D;THIOLEY;;8;MR METRO;77;;PAPIER;;;;;;;ELECTRIQUE|NOMENCLATURE|APPAREILLAGE;D;02/04/1992;AA00AA X0000 0672 FV-000026 NOM|TRVC 032392000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
163;D;;MOTEUR DE TRACTION TAO 673 A1 PORTE-BALAIS PATIN DE CONTACT MONTAGE GAUCHE;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;PORTE|BALAI|TRACTION|MOTEUR;G;16/06/1986;AA00AA X0000 0621 FF-000081|TR 7021194;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
1630;D;;CALE STATOR CABLE;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;CABLE|STATOR|TRACTION|MOTEUR|CALE;A;25/03/1986;AA00AA X0000 0672 FF-000422|TR 6623890;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
1631;D;;FREIN RECTANGULAIRE STATOR;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;MOTEUR|STATOR|TRACTION|FREIN;A;25/03/1986;AA00AA X0000 0672 FF-000423|TR 6623891;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
1632;D;;STATOR JEU DE CABLES;02/02/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;CABLE|STATOR|MOTEUR|TRACTION;B;14/06/1986;AA00AA X0000 0672 FF-000424|TR 6623894;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
